document_id,review,cleaned_review,sentiment
401,"Well... of course I saw the movie on the opening weekend, and I guess I was kinda way to psyched-up, because the flick didn't really live up to my expectations. Hey, it was BIG - and I mean REALLY BIG - beautifully shot, great special effects, fine actors (first time I saw Leonardo, and he was actually okay!) and a really over the top budget... Just too bad the story sucked big-time. I mean, there was absolutely nothing new! It was just one big rewrite of films already shot a hundred times. That's kinda too bad. Well........",well cours saw movi open weekend guess kinda way psychedup flick didnt realli live expect hey big mean realli big beauti shot great special effect fine actor first time saw leonardo actual okay realli top budget bad stori suck bigtim mean absolut noth new one big rewrit film alreadi shot hundr time that kinda bad well,neutral
402,"This movie began the sad trend of turning tragedies into love stories. After Titanic came Pearl Harbor. It really is getting sad. The only good part of this movie is the sinking of the ship. The CG in that part is really good, but really, was this that great of a movie? No. To prove this, one must only look at its theme song. Tired already? After hearing ""You'll be in my heart"" for the 1,496th time (yes, I really did count. I was really bored one month), i got really tired of it, to say the least. It is unbearably long, and undeservedly so. Unlike LOTR: ROTK, which was a truly epic movie, this movie just seemed to drag on. And what was with the dropping of the necklace into the ocean? Yes, it was symbolic, but really, that thing was worth millions!Anyways, if you are considering watching this movie, just forget it and go rent something meaningful, like the Godfather, or any of the LOTR movies, some truly GREAT movies. Or if you are looking for a laugh, get Thumbtanic. That was pretty funny, and it will basically give you a shorter, more intelligent overview of the Titanic than this movie did.",movi began sad trend turn tragedi love stori titan came pearl harbor realli get sad good part movi sink ship cg part realli good realli great movi prove one must look theme song tire alreadi hear youll heart th time ye realli count realli bore one month got realli tire say least unbear long undeservedli unlik lotr rotk truli epic movi movi seem drag drop necklac ocean ye symbol realli thing worth millionsanyway consid watch movi forget go rent someth meaning like godfath lotr movi truli great movi look laugh get thumbtan pretti funni basic give shorter intellig overview titan movi,positive
403,"The movie opens as researchers try to find out diamonds inside the wreck of the real titanic, which gives us the first full look of the wreck of the unsinkable ship which was a bit emotional. Bill Paxton finds 85 years old diary which hold the drawing of the naked women & then later on it's been telecast on TV. The movie goes into flashback & here comes the glimpse of the beautiful ship titanic. The bunch of characters appear in the movie at the port of Belfast, which also includes the male leading start Leonardo winning the ticket of titanic on the lucky hand of poker. The movie literally gives you the feeling of viewer being inside of the ship & according to the facts everything in the movie is been re-designed from the furniture to the decks, lamps, the door way, life boats, & along with the engine room.The real movie beings after Rose decides to suicide jumping from the rear end of the ship & Jack take her mind off the track & saves her. As the movie continues Jack & Rose starts to meet up regularly at the different parts of the ship, while on the other hand Rose mother & her fiancé Cal doesn't like Rose spending time with lower class standard jack, but still young hearts were attracted to each other. The best scene in the movie according to me is the flying scene of Jack & Rose, which makes rose realize that she is in love with Jack too. The movie takes sudden turns when on the same night titanic hits the iceberg, which in short left my eyes wide open, as it has been directed & executed very well, & then the final chapter of the maiden voyage beings the sinking of the unsinkable titanic. The final hour of the movie filled with reality & the disaster which people till now hasn't forgotten. People struggling to survive & the real history how traveler's were saved into the life boats are the key scenes of the movie. Some true scenes like the Creator of titanic Thomas Andrews died while standing near the dining clock & was last seen, the steamer falling on the jacks brother, third class traveler's were treated during the sinking scenes. The breaking apart of ship are the most shattering scenes in the movie. There is no doubt even today in 2012 still I wonder what James Cameron has achieved in the special effects put into this movie, the year 1997 the worked on their best special effects effort to keep this movie alive even for the upcoming generation to watch on. The soul of the movie is the background score of this motion picture which is composed by James Horner every piece of music is been composed specially to suit the scenes of this movie itself, from the opening sequence to de-porting of titanic to Rose theme & the sinking sequence. James Cameron specially recorded the score of the movie with real orchestra the team of James Horner. In one the interviews of the making of Avatar one of the viewer asked him "" what if you get a chance to direct Titanic again, what would be your experience in making it "" ?? and he answer if I would have been given a change to direct titanic again, I will finish titanic within a month very easily cause of hugely availability of special effects team, cause for titanic I had to wait for some shot for days. For example the shot of Rose & Jack on the front end of the ship kissing each other, he had to wait for days to get proper sunset in the camera as special effects that time weren't that advanced like how they are today. In one word you're a legend Cameron. The wreck shot of ship were taken in the year 1995 2 years before the releasing the movie into theaters. Till now whenever I watch this movie I still feel I'm watching it for the first time & somewhere there are tears in my eyes specially in the scene where rose steps into the life boats & Jacks watches her going away, oh geez that particular scene gets tears in my eyes every time. I am now waiting for the special edition of this movie to be released in 3d blu-ray. True facts about TITANIC Titanic was constructed to be unsinkable ship of that time, but the creator of the ship Thomas made 3 biggest mistakes in constructing the ship. The propeller of the ship were taken directly from the design of the 18's century cruise liner, the water tight compartments had one the major flaws which over flowed the water from the upper decks, the propellers turning radius was not designed to turn ship quickly as the ship size was way bigger than the propellers could bear it during the full stern. On the night of sinking titanic received 5 iceberg warning, but still they ignored the warning & continue sailing. The final decision by the Mr Murdoch to reverse the engines & turning the ship to evade iceberg. The decision not to carry enough life boats cause it ruins the overall look of the top deck & it was initially decided to carry just 8 life boats, but later on more 12 boats were added. The distress call from titanic was actually received by the local streamer waiting for the morning to sail again couldn't reach for help as the streamer couldn't see the titanic as the sky was full of twinkling stars which interrupted the them to see through binoculars.The crew lost their binoculars on the night ship hitted the iceberg.My rating – 10/10 !!!!!!!",movi open research tri find diamond insid wreck real titan give u first full look wreck unsink ship bit emot bill paxton find year old diari hold draw nake woman later telecast tv movi goe flashback come glimps beauti ship titan bunch charact appear movi port belfast also includ male lead start leonardo win ticket titan lucki hand poker movi liter give feel viewer insid ship accord fact everyth movi redesign furnitur deck lamp door way life boat along engin roomth real movi be rose decid suicid jump rear end ship jack take mind track save movi continu jack rose start meet regularli differ part ship hand rose mother fianc cal doesnt like rose spend time lower class standard jack still young heart attract best scene movi accord fli scene jack rose make rose realiz love jack movi take sudden turn night titan hit iceberg short left eye wide open direct execut well final chapter maiden voyag be sink unsink titan final hour movi fill realiti disast peopl till hasnt forgotten peopl struggl surviv real histori travel save life boat key scene movi true scene like creator titan thoma andrew die stand near dine clock last seen steamer fall jack brother third class travel treat sink scene break apart ship shatter scene movi doubt even today still wonder jame cameron achiev special effect put movi year work best special effect effort keep movi aliv even upcom gener watch soul movi background score motion pictur compos jame horner everi piec music compos special suit scene movi open sequenc deport titan rose theme sink sequenc jame cameron special record score movi real orchestra team jame horner one interview make avatar one viewer ask get chanc direct titan would experi make answer would given chang direct titan finish titan within month easili caus huge avail special effect team caus titan wait shot day exampl shot rose jack front end ship kiss wait day get proper sunset camera special effect time werent advanc like today one word your legend cameron wreck shot ship taken year year releas movi theater till whenev watch movi still feel im watch first time somewher tear eye special scene rose step life boat jack watch go away oh geez particular scene get tear eye everi time wait special edit movi releas bluray true fact titan titan construct unsink ship time creator ship thoma made biggest mistak construct ship propel ship taken directli design centuri cruis liner water tight compart one major flaw flow water upper deck propel turn radiu design turn ship quickli ship size way bigger propel could bear full stern night sink titan receiv iceberg warn still ignor warn continu sail final decis mr murdoch revers engin turn ship evad iceberg decis carri enough life boat caus ruin overal look top deck initi decid carri life boat later boat ad distress call titan actual receiv local streamer wait morn sail couldnt reach help streamer couldnt see titan sky full twinkl star interrupt see binocularsth crew lost binocular night ship hit icebergmi rate,positive
404,"I just went into the movie theatre to see my all time favourite movie, Titanic by James Cameron, in all its brilliance.It's just like those 15 years have never happened. It's so utterly sweeping to watch this huge vessel rising up in the screen. Cameron outstandingly managed to shoot his sequences comparing sizes against each other which - by their contrast - brings so much emotion to something we only perceive in real life: size.After watching the movie, I can't believe this is a 2D to 3D conversion. This is not just a diorama kind of 3D conversion; watching the movie it's hard to believe it was not shot in 3D originally. Even in real life action scenes Cameron stems the task of creating realistic 3D perspective throughout the movie. It must have been hell to mesh all the fringes in each and every of the frames. Well, as I learned now, it took 60 weeks and 18 Million dollars to work on this. That gamble payed off very well.Not to mention all the emotion that comes with the story. Cameron is a wizard of timing. One moment the audience is just deeply moved by romance, when it gets torn out right the next moment by fear, anger or laugh.This is a very emotional film. There are so many different fates one can as easily think his/her way into. In 1997 I have been crying about what I saw in a movie - I was baffled, because this happened for the first time in my life... Now in 2012 I was crying, laughing, fearing so much all the way again, together with my girl friend.We personally feel so much like Rose and Jack. There are so many details in the movie that match our situation, up to tiny things like dancing barefoot or the butterfly as a symbol for freedom at heart and escape from family's restrictions.To all those who don't like the movie, here's my advice: NEVER watch this film on TV! You can only appreciate this precious work of art in a movie theatre. - I never saw this movie on TV and I never will. But when it'll come back to the theatre's in a couple of years, I'll be right back to watch it there.",went movi theatr see time favourit movi titan jame cameron brillianceit like year never happen utterli sweep watch huge vessel rise screen cameron outstandingli manag shoot sequenc compar size contrast bring much emot someth perceiv real life sizeaft watch movi cant believ convers diorama kind convers watch movi hard believ shot origin even real life action scene cameron stem task creat realist perspect throughout movi must hell mesh fring everi frame well learn took week million dollar work gambl pay wellnot mention emot come stori cameron wizard time one moment audienc deepli move romanc get torn right next moment fear anger laughthi emot film mani differ fate one easili think hisher way cri saw movi baffl happen first time life cri laugh fear much way togeth girl friendw person feel much like rose jack mani detail movi match situat tini thing like danc barefoot butterfli symbol freedom heart escap famili restrictionsto dont like movi here advic never watch film tv appreci preciou work art movi theatr never saw movi tv never itll come back theatr coupl year ill right back watch,positive
405,"Who says that old fashioned romantic films don't sell. They certainly do if they're done right as the story in Titanic certainly is.This blockbuster version of the most famous shipwreck in history is a homage to Maytime. In fact in casting Gloria Stuart as old Rose through whose eyes we see the disaster unfold, Director James Cameron went back to a contemporary of Jeanette MacDonald and Nelson Eddy.The film begins with the discovery of the wreck of the Titanic in the middle Eighties which did cause great excitement at the time. Searching the wreck divers come upon a safe and a nude portrait of a woman wearing a necklace with a diamond thought to be lost and the portrait is dated April 14, 1912. The woman is still alive and its Gloria Stuart who tells her tale the way an aged Jeanette MacDonald did in Maytime.Winning a card game that got him a third class passage aboard the maiden voyage of Titanic, itinerant artist Leonardo DiCaprio gets on board the vessel. He meets and woos a younger version of Gloria Stuart who is played by Kate Winslet. Unfortunately she's about to enter a loveless marriage for money urged on by her mother, Frances Fisher, who wants her declining years not be spent in the poorhouse. Her prospective fiancé is Billy Zane a rather arrogant young robber baron heir of his time who has a factotum/bodyguard in David Warner who has one of the best roles in the film. Still Leo and Kate get a few stolen hours of romance before the disaster strikes.One thing that James Cameron did is that he never allowed the spectacle of the disaster nor even the issues of wealth and class that were omnipresent in the Titanic story to overwhelm his romantic leads. In fact they are an integral part of the story as young Leo reaches for what was unobtainable.Leonardo DiCaprio remarked that his part of Jack was the least complex role he ever did. The part is a romantic lead, the guy has no secrets or hidden issues, he's just a young man in love. Maybe that was the reason he was not nominated for Best Actor in the face of all those nominations Titanic did get. It won for Best Picture and Best Director and a flock of Oscars in the technical area. Kate Winslet and Gloria Stuart were nominated and lost for Best Actress and Best Supporting Actress respectively.Titanic is a story that's been filmed since the silent days almost in the wake of the disaster itself. The Germans made a propaganda film of it in 1943 which Nazi inspired though it was, did make a few points against the British upper classes and that the first class got saved and those in steerage mostly drowned. There was a fine version in 1953 with Clifton Webb and Barbara Stanwyck as an older married couple with problems on the doomed ship. And the British did the classic, A Night to Remember which is a documentary like recreation from the ship's officers point of view.Still they'll have to go some beat this one. Titanic is a film for lovers of all ages and run Maytime back to back with Titanic if you can get DVDs and/or VHSs of both films.",say old fashion romant film dont sell certainli theyr done right stori titan certainli isthi blockbust version famou shipwreck histori homag maytim fact cast gloria stuart old rose whose eye see disast unfold director jame cameron went back contemporari jeanett macdonald nelson eddyth film begin discoveri wreck titan middl eighti caus great excit time search wreck diver come upon safe nude portrait woman wear necklac diamond thought lost portrait date april woman still aliv gloria stuart tell tale way age jeanett macdonald maytimewin card game got third class passag aboard maiden voyag titan itiner artist leonardo dicaprio get board vessel meet woo younger version gloria stuart play kate winslet unfortun she enter loveless marriag money urg mother franc fisher want declin year spent poorhous prospect fianc billi zane rather arrog young robber baron heir time factotumbodyguard david warner one best role film still leo kate get stolen hour romanc disast strikeson thing jame cameron never allow spectacl disast even issu wealth class omnipres titan stori overwhelm romant lead fact integr part stori young leo reach unobtainableleonardo dicaprio remark part jack least complex role ever part romant lead guy secret hidden issu he young man love mayb reason nomin best actor face nomin titan get best pictur best director flock oscar technic area kate winslet gloria stuart nomin lost best actress best support actress respectivelytitan stori that film sinc silent day almost wake disast german made propaganda film nazi inspir though make point british upper class first class got save steerag mostli drown fine version clifton webb barbara stanwyck older marri coupl problem doom ship british classic night rememb documentari like recreat ship offic point viewstil theyll go beat one titan film lover age run maytim back back titan get dvd andor vhss film,positive
406,"no way this novie can NOT be in the Top 100 much less the Top 250, and with over 10% casting a 1 (ONE) for this novie i smell a fat rat that smells real bad, who the hell stacked this deck? Or just the normal ""follow the leader"" mentality? this is like watching high school kids decide whos cool and who isn't and once one dummy says it not cool then everyone else is afraid to go against them. well best movie ever it may not be but off the top 250 list is a joke, and if you doubt it find one other 7.0 ranked movie with 10.2% casting a ONE vote, you can look all day it doesn't exist, IMDb should so some checking and find out who pulled this BS off,then ban them ALL for life.",way novi top much le top cast one novi smell fat rat smell real bad hell stack deck normal follow leader mental like watch high school kid decid who cool isnt one dummi say cool everyon el afraid go well best movi ever may top list joke doubt find one rank movi cast one vote look day doesnt exist imdb check find pull b offthen ban life,neutral
407,"I did not like Titanic. I thought the acting was way way way over the top, it definitely was not historically accurate, and the whole old-woman-with-the-valuable-necklace thing was just way too over the top. I am a fan of Leonardo Di Caprio and Kate Winslet (I think she's maybe the best actress working today in films) but I couldn't stand this movie. The fact that is was so very over-hyped to me by my girlfriend at the time who saw it with her friends before dragging me to go see it did not help probably. The action was pretty good with great effects of the boat sailing the ocean and especially during the sinking scenes, but it felt very long and was trying way too hard to pluck at heartstrings. I don't understand why the leads had to have the fate that they did, don't want to spoil it but if you've seen it I think you know what I mean when I say why couldn't she share the furniture? Overacting, overly desperate to cause us to have an emotional reaction, I think it will go down as a well produced movie that was too basic a story, an unoriginal love story, and way over-hyped because for some reason a lot of people loved it when it came out.",like titan thought act way way way top definit histor accur whole oldwomanwiththevaluablenecklac thing way top fan leonardo di caprio kate winslet think she mayb best actress work today film couldnt stand movi fact overhyp girlfriend time saw friend drag go see help probabl action pretti good great effect boat sail ocean especi sink scene felt long tri way hard pluck heartstr dont understand lead fate dont want spoil youv seen think know mean say couldnt share furnitur overact overli desper caus u emot reaction think go well produc movi basic stori unorigin love stori way overhyp reason lot peopl love came,positive
408,"Possibly one of the most overrated films of all time. Mind you, I am not a Titanic hater. I saw the movie, and I cried, and was moved. The sinking scene was heartbreaking. However... For all the hype, the movie isn't that high quality. A sadly cliched story, sub-par acting, historical inaccuracies, and gratuitous use of plot devices is hidden under beautiful scenery, costumes, and great special effects. It's your depressingly average story of rich girl meets poor guy, runs off, parents disapprove, evil boyfriend lurks in background. Quite possibly the best proof of the weak script is the fact that, as you watch the boat sink, and as all the characters' fates come together, it is not Jack and Rose your heart goes out to, but rather the random extras running around, falling off of things, and being trapped insidee the boat. In this, to some degree, there was success. One of the most powerful images in the movie is an old couple just lying on their bed while water floods in beneath them. Again, this movie isn't awful. It's actually pretty good. But it certainly didn't deserve the eight million Academy Awards it recieved. Costumes, yes. Special effects, sound editing, sure. It was all very well put-together. But in the categories of character and plot, where it matters most, the movie falls apart. Even the more recent Pearl Harbor, also hailed for its messy plot, is well-acted and powerful, and you at least LIKE the characters. The powerful performances hold it together. Next time you're at the video store, I'd reccomend Pearl Harbor over Titanic any time. However, Titanic still is not to be missed. It does have its good points, points which make it very much worth seeing.I rate a seven out of ten",possibl one overr film time mind titan hater saw movi cri move sink scene heartbreak howev hype movi isnt high qualiti sadli clich stori subpar act histor inaccuraci gratuit use plot devic hidden beauti sceneri costum great special effect depressingli averag stori rich girl meet poor guy run parent disapprov evil boyfriend lurk background quit possibl best proof weak script fact watch boat sink charact fate come togeth jack rose heart goe rather random extra run around fall thing trap inside boat degre success one power imag movi old coupl lie bed water flood beneath movi isnt aw actual pretti good certainli didnt deserv eight million academi award reciev costum ye special effect sound edit sure well puttogeth categori charact plot matter movi fall apart even recent pearl harbor also hail messi plot wellact power least like charact power perform hold togeth next time your video store id reccomend pearl harbor titan time howev titan still miss good point point make much worth seeingi rate seven ten,positive
409,"Hands down one of the best romance films ever made, Titanic is an epic, action-packed historical love story that delivers in every single way. Brilliant performance by Kate Winslet, beautiful and accurate costumes, feminist undertones, heart-wrenching, and golden to its core! Titanic is one of the greatest films ever made and that's all that has to be said.",hand one best romanc film ever made titan epic actionpack histor love stori deliv everi singl way brilliant perform kate winslet beauti accur costum feminist underton heartwrench golden core titan one greatest film ever made that said,positive
410,"I felt mixed emotions at the end of this film, sadness, amusement, wonder and excitement. Firstly there are no spoilers in this review, so don't worry.I thought the main characters acting was poor, Kate Winslet really shown up in her worst film to date (pity, because Heavenly Creatures was so good) and Leonardo DiCaprio was nothing special compared to his performance in 'Man in the Iron Mask,' which was very good. However, some of the supporting characters did very well, and it was from them that the emotion was created. You really got a sense of terror and helplessness that they felt, without being clouded by very corny dialogue, like the lead characters were.The special effects were magnificant, well done to them. Definately a cinema film with plenty of stunning visuals, long shots and wide pan angles.  The ship looked fantastic and realistic.  The effects had to be good, otherwise I think the film would have sank without trace, and James Camereon would be mourning his lost millions for a long time to come. Neil",felt mix emot end film sad amus wonder excit firstli spoiler review dont worryi thought main charact act poor kate winslet realli shown worst film date piti heavenli creatur good leonardo dicaprio noth special compar perform man iron mask good howev support charact well emot creat realli got sen terror helpless felt without cloud corni dialogu like lead charact wereth special effect magnific well done defin cinema film plenti stun visual long shot wide pan angl ship look fantast realist effect good otherwis think film would sank without trace jame camereon would mourn lost million long time come neil,neutral
411,"Words cannot express how much i love this movie. The acting is beautiful, the storyline of jack and rose is beautiful, everything went perfect. Well, until the ship hit an iceberg and sunk to the bottom of the ocean. My favourite actors are both in this and i love it for them. I will never find another movie that hit me as hard as this one did. The first time i watched titanic, i cried over 10 times and i was just so touched. I need 160 more characters in this review so i'm trying to think of what else to write... hmmmm... well i think you get the point that this is the best movie by far of all time and if you haven't seen it - which would be insane - please go watch it right now.",word express much love movi act beauti storylin jack rose beauti everyth went perfect well ship hit iceberg sunk bottom ocean favourit actor love never find anoth movi hit hard one first time watch titan cri time touch need charact review im tri think el write hmmmm well think get point best movi far time havent seen would insan plea go watch right,positive
412,"This movie had lots of potential, but because of poor acting jobs (with the exception of Cathy Bates) it was only decent. It is worth seeing but it will probably not be your favorite movie unless you find it so romantic that it rules out the bad acting.",movi lot potenti poor act job except cathi bate decent worth see probabl favorit movi unless find romant rule bad act,negative
413,"Titanic:Number one box office takings of all time, by a mile. Special effects better than any other movie, ever.And nowhere to be seen on the IMDB voters' top 250.Why the disparity? Because Special Effects do not a Movie Make, and cannot cover the cracks in the pedestrian plot and the cardboard characterisation.The ultimate reputation of this film has been sunk not by an iceberg but a similarly immovable object; the judgment of movie-lovers.",titanicnumb one box offic take time mile special effect better movi everand nowher seen imdb voter top dispar special effect movi make cover crack pedestrian plot cardboard characterisationth ultim reput film sunk iceberg similarli immov object judgment movielov,positive
414,"Extraordinary love story and very touching heart. it's one of the best films I've ever watched. I don't know how to explain my feelings. oh god, this film makes me shed tears. even now when I watch this film again, it can't be felt not to shed tears. it is rare for me to feel this kind of feeling that is even difficult to express. I have never been bored to watch it repeatedly and even the power of the film hasn't diminished in the slightest, even though this movie has been released for quite a long time. maybe there are only a few films in this world that make the audience take part in feeling the story in this film.When I first watched this movie, I cried and didn't know what to say, I thought it was an amazing film with a storyline that couldn't be guessed and there were not only sad parts but also parts that could make laughter so that this film not flat and not boring. Until now it was the best film in my life, no single film could match it.
This film for me there are many grooves so we have to really pay attention from the beginning so that no part is missed so we will feel the intention to convey this film. I think this film has been very perfectly made with technological sophistication which at that time was very extraordinary. I think this character by Leonardo DiCaprio and Kate Winslet is extraordinary, they are like being able to be interconnected and truly like love stories in the real world. young couples who face complicated love stories in the middle of a different background, full of struggles and challenges that must be faced but with the power of love all can be passed.I think this will be the best film of all time that will never be forgotten.",extraordinari love stori touch heart one best film ive ever watch dont know explain feel oh god film make shed tear even watch film cant felt shed tear rare feel kind feel even difficult express never bore watch repeatedli even power film hasnt diminish slightest even though movi releas quit long time mayb film world make audienc take part feel stori filmwhen first watch movi cri didnt know say thought amaz film storylin couldnt guess sad part also part could make laughter film flat bore best film life singl film could match film mani groov realli pay attent begin part miss feel intent convey film think film perfectli made technolog sophist time extraordinari think charact leonardo dicaprio kate winslet extraordinari like abl interconnect truli like love stori real world young coupl face complic love stori middl differ background full struggl challeng must face power love passedi think best film time never forgotten,positive
415,"The best romance I've ever seen
A very strong and well-constructed and great movie
Costly film was a timeless film in the history of the world of cinema",best romanc ive ever seen strong wellconstruct great movi costli film timeless film histori world cinema,positive
416,I saw this movie in the theatre's back in 1997 and remembered it as a brilliant movie. The cinematic experience was one of the best of my life even though the story is tragic and very sad. I recently watched this film with my 13 year old daughter. The magic is still there. This is still one of the best movies of all time and perhaps the greatest love story of all time. The new blue ray release is fantastic and James Horner's score is still timeless. Great job James Cameron...for producing a once in a lifetime film. Leonardo Dicaprio and Kate Winslet were fantastic in this film and both deserved best actor/actress awards.Don't be afraid to bring this one back out people... its still a beautiful epic that will stand the test of time.,saw movi theatr back rememb brilliant movi cinemat experi one best life even though stori tragic sad recent watch film year old daughter magic still still one best movi time perhap greatest love stori time new blue ray releas fantast jame horner score still timeless great job jame cameronfor produc lifetim film leonardo dicaprio kate winslet fantast film deserv best actoractress awardsdont afraid bring one back peopl still beauti epic stand test time,positive
417,Such a masterful film with great performances by winslet and di caprio. He definitely deserved an Oscar for this one. A film based on a real life tragedy,master film great perform winslet di caprio definit deserv oscar one film base real life tragedi,neutral
418,"I fell in love with this movie the first time I saw it. But what I sometimes get annoyed at (and Man in the Iron Mask had the exact same problem) is that everyone is oohing and awwing at Leo's hotness when they don't realize the philosophy behind it. The real message of this movie is that if we knew what would happen tomorrow, there would be no point in living. We just have to take things as they come because there is no predicting what tomorrow will hold. So basically, caution is life's curse. Another philosophical message of this movie which is also political is that we have no control over the lives we're born into. We just have to make the best of them. I love this movie and I wish others would appreciate it the same way that I do.",fell love movi first time saw sometim get annoy man iron mask exact problem everyon ooh aw leo hot dont realiz philosophi behind real messag movi knew would happen tomorrow would point live take thing come predict tomorrow hold basic caution life cur anoth philosoph messag movi also polit control live born make best love movi wish other would appreci way,positive
419,"Many of my friends have bought Titanic now that it is available on videocassette, yet I have only seen it once.  I believe that this movie is horribly overrated.  I am not saying that I did not enjoy the movie, because I did.  It was a very interesting account of the lives of two central people aboard the Titanic, one of the worst disasters in history.  The real excitement hit when the boat hit the iceberg.  The movie kept my attention from then on out.  Many people say that this movie is the best movie ever created.  I beg to differ.  In my opinion, the best movie ever made is Gone With the Wind.  You just can't compare to such an epic.  Titanic doesn't even come close.  When you really boil the movie down, it merely is a dressed up romance with an action/adventure tagged onto it.  It is a very exciting movie, but I prefer to see it only once, and it does not compare to the classic old movies which have stood the test of time.",mani friend bought titan avail videocassett yet seen believ movi horribl overr say enjoy movi interest account live two central peopl aboard titan one worst disast histori real excit hit boat hit iceberg movi kept attent mani peopl say movi best movi ever creat beg differ opinion best movi ever made gone wind cant compar epic titan doesnt even come close realli boil movi mere dress romanc actionadventur tag onto excit movi prefer see compar classic old movi stood test time,positive
420,"The cinema viewer may well wonder whether there can be any real suspense when it is clear from the beginning of the film that the central character, Rose (Kate Winslet), will survive the disaster that befalls the Titanic. But suspense there is, not least because we don't know whether her lover will make it. There is also action, social (class) comment, drama, historical notes - not least several comments on the cause of the initial impact and why it was so disastrous - and good old fashioned romance.Rarely has a three hour film seemed so short. It canters. The romance at the centre of the plot develops quickly and my attention was held not only by developments in this story but the events that, taken together, spelt disaster for the 'unsinkable' ship, and then the aftermath of the ship's collision with that famous iceberg.Kate Winslet was simply gorgeous and put in a fine performance, as did Leonardo di Caprio as Jack Dawson. The make-up of the older Rose (Gloria Stuart) was one of the less convincing aspects of the movie, but it seems churlish to draw attention to such a detail; in any case, it's to be expected that an 87 year old will need a fair amount of facial recontouring and war-paint to play a woman of 101.",cinema viewer may well wonder whether real suspens clear begin film central charact rose kate winslet surviv disast befal titan suspens least dont know whether lover make also action social class comment drama histor note least sever comment caus initi impact disastr good old fashion romancerar three hour film seem short canter romanc centr plot develop quickli attent held develop stori event taken togeth spelt disast unsink ship aftermath ship collis famou icebergk winslet simpli gorgeou put fine perform leonardo di caprio jack dawson makeup older rose gloria stuart one le convinc aspect movi seem churlish draw attent detail case expect year old need fair amount facial recontour warpaint play woman,positive
421,"On account to its great success (takings: 1.8 billion $) I had very high expectations of this movie but unfortunately I was a little bit disappointed. It was quite boring, especially the first 2.5 h (of 3). As well the special effects are not so well done, for example the unrealistic animation of the water. The special effects of Star Wars Episode I or Starship Troopers are much better.I think the reason why I find this movie boring is not that it is badly done or the average quality of the special effects. I even suppose, it isn't possible to create a better film about this theme. But I'm not interested in a movie just about the sinking of a ship.Evaluation: 6/10",account great success take billion high expect movi unfortun littl bit disappoint quit bore especi first h well special effect well done exampl unrealist anim water special effect star war episod starship trooper much betteri think reason find movi bore badli done averag qualiti special effect even suppos isnt possibl creat better film theme im interest movi sink shipevalu,positive
422,"I'm a sucker 4 romance, history and Leonardo DiCaprio, so this movie captivated me, it felt like u were there, on the doomed ship, the beauty and elegance of the 1st class captivated me while the fun and free steerage party made me want 2 dance. the romance was so carefully done and i loved it, the drawing was sensual and romantic-it was done so every single girl was left wishing their boyfriends were amazing artists as well. my only complaint was ""my heart will go on"" it was a cute song but Celine Dion-while writing it should not have sung it-sorry but she cant sing and with that one song has turned all my guy-friends from watching the movie (which sux because its my fave movie and now wen we watch movies at each others houses we cant watch titanic as they r now agsinst the soundtrack) when the ship is sinking its amazing the way you feel for the people falling off (except for the lady who slid down it and flashed everyone and the guy who fell off the end and fell on the propellers-those were funny and provided comic relief) but the way you just felt sad for the lady with the baby asking the captain for help, murdoch feeling helpless and shooting himself, fabritzio getting killed by the funnels and tommy Ryan getting shot. Kate Winslet gives an unforgettably performance and i suggest she dyes her hair that colour again because its so gorgeous. i loved what she wore and i bet every girl wishes they had her wardrobe (before the sinking obviously). Leonardo DiCaprio was impeccable as the (sexy) penniless artist who teaches rose how to love and gives her the courage to ""never let go"" this is a bawl your eyes out movie and is not to be missed",im sucker romanc histori leonardo dicaprio movi captiv felt like u doom ship beauti eleg st class captiv fun free steerag parti made want danc romanc care done love draw sensual romanticit done everi singl girl left wish boyfriend amaz artist well complaint heart go cute song celin dionwhil write sung itsorri cant sing one song turn guyfriend watch movi sux fave movi wen watch movi other hous cant watch titan r agsinst soundtrack ship sink amaz way feel peopl fall except ladi slid flash everyon guy fell end fell propellersthos funni provid comic relief way felt sad ladi babi ask captain help murdoch feel helpless shoot fabritzio get kill funnel tommi ryan get shot kate winslet give unforgett perform suggest dye hair colour gorgeou love wore bet everi girl wish wardrob sink obvious leonardo dicaprio impecc sexi penniless artist teach rose love give courag never let go bawl eye movi miss,positive
